%time,field.bools0.name,field.bools0.value,field.ints0.name,field.ints0.value,field.ints1.name,field.ints1.value,field.ints2.name,field.ints2.value,field.doubles0.name,field.doubles0.value,field.doubles1.name,field.doubles1.value,field.doubles2.name,field.doubles2.value,field.doubles3.name,field.doubles3.value,field.doubles4.name,field.doubles4.value,field.doubles5.name,field.doubles5.value,field.doubles6.name,field.doubles6.value,field.doubles7.name,field.doubles7.value,field.doubles8.name,field.doubles8.value,field.doubles9.name,field.doubles9.value,field.doubles10.name,field.doubles10.value,field.groups0.name,field.groups0.state,field.groups0.id,field.groups0.parent
239000000,auto_disable_bodies,0,sor_pgs_precon_iters,0,sor_pgs_iters,100,max_contacts,20,time_step,0.001,max_update_rate,200.0,gravity_x,0.0,gravity_y,0.0,gravity_z,-9.8,sor_pgs_w,1.0,sor_pgs_rms_error_tol,0.0,cfm,0.0,erp,0.2,contact_surface_layer,0.001,contact_max_correcting_vel,100.0,Default,1,0,0
